,0,1,2,3,4,5,6
53,Accounting,English,0.2235,0.9,-0.4163,0.8633,False
54,Accounting,Entomology,0.1664,0.9,-1.5539,1.8867,False
55,Accounting,Environmental Engineering,0.002,0.9,-1.3984,1.4025,False
56,Accounting,Ethnic Studies,0.1789,0.9,-2.5201,2.878,False
57,Accounting,Film,0.3789,0.9,-1.1832,1.9411,False
58,Accounting,Finance,0.1208,0.9,-0.7405,0.982,False
59,Accounting,Fine Arts,0.0373,0.9,-1.4099,1.4845,False
60,Accounting,Food Science,-0.0938,0.9,-1.5943,1.4068,False
61,Accounting,Forestry,0.1504,0.9,-1.6745,1.9753,False
62,Accounting,French,0.6019,0.8225,-0.2011,1.4049,False
63,Accounting,Geography,-0.1281,0.9,-0.9816,0.7254,False
64,Accounting,Geological Engineering,0.3789,0.9,-4.2173,4.9752,False
65,Accounting,Geology,-0.2167,0.9,-1.3423,0.9089,False
66,Accounting,German,0.5606,0.9,-0.3271,1.4482,False
67,Accounting,Graphic Arts,0.3689,0.9,-1.1932,1.9311,False
68,Accounting,Health Administration,0.1789,0.9,-0.8726,1.2305,False
69,Accounting,Health Science,0.4153,0.9,-0.7283,1.559,False
70,Accounting,Hebrew,-1.1211,0.9,-4.399,2.1569,False
71,Accounting,History,0.1227,0.9,-0.6187,0.8641,False
72,Accounting,Horticulture,0.3089,0.9,-1.2532,1.8711,False
73,Accounting,Hospitality,0.2067,0.9,-1.0252,1.4387,False
74,Accounting,Hotel  Restaurant Management,-0.7877,0.9,-3.4867,1.9113,False
75,Accounting,Hotel & Restaurant Management,0.2539,0.9,-0.9302,1.4381,False
76,Accounting,Hotel amp Restaurant Management,1.3789,0.9,-3.2173,5.9752,False
77,Accounting,Human Development,0.222,0.9,-0.5858,1.0298,False
78,Accounting,Humanities,-0.1988,0.9,-1.8332,1.4355,False
79,Accounting,Industrial Engineering,-0.4544,0.9,-1.4511,0.5423,False
80,Accounting,Information Science,-0.1149,0.9,-1.0026,0.7727,False
81,Accounting,Information Sciences  Technology,0.0989,0.9,-0.8409,1.0388,False
82,Accounting,Information Sciences & Technology,-0.6744,0.9,-1.9966,0.6479,False
83,Accounting,Information Sciences amp Technology,-0.6029,0.9,-2.1034,0.8977,False
84,Accounting,Information Systems,-0.2511,0.9,-1.4352,0.9331,False
85,Accounting,Insurance,0.1789,0.9,-4.4173,4.7752,False
86,Accounting,Integrated Arts,-0.3211,0.9,-4.9173,4.2752,False
87,Accounting,International Studies,0.3123,0.9,-2.3867,3.0113,False
88,Accounting,Italian,0.6028,0.9,-0.5604,1.7659,False
89,Accounting,Japanese,0.7699,0.9,-0.7307,2.2704,False
90,Accounting,Jewish Studies,-0.3411,0.9,-2.4663,1.7842,False
91,Accounting,Journalism,0.3901,0.9,-1.2443,2.0244,False
92,Accounting,Kinesiology,0.3729,0.9,-0.4109,1.1567,False
93,Accounting,Korean,0.5932,0.9,-1.2316,2.4181,False
94,Accounting,Labor  Employment Relations,0.8189,0.9,-0.7432,2.3811,False
95,Accounting,Labor & Employment Relations,0.2361,0.9,-0.8154,1.2876,False
96,Accounting,Labor amp Employment Relations,0.0456,0.9,-2.6534,2.7446,False
97,Accounting,Landscape Architecture  Regional Planning,-0.9211,0.9,-4.199,2.3569,False
98,Accounting,Landscape Architecture & Regional Planning,0.0602,0.9,-1.2289,1.3493,False
99,Accounting,Languages,0.3825,0.9,-0.669,1.4341,False
100,Accounting,Latin,-0.4211,0.9,-5.0173,4.1752,False
101,Accounting,Law,-0.2877,0.9,-1.9221,1.3466,False
102,Accounting,Literature,0.6373,0.9,-0.8099,2.0845,False
103,Accounting,Management,0.1467,0.9,-0.8702,1.1635,False
104,Accounting,Marketing,0.3456,0.9,-0.581,1.2722,False
105,Accounting,Materials Engineering,-0.0684,0.9,-1.2755,1.1386,False
106,Accounting,Mathematics,-0.2033,0.9,-0.8495,0.4429,False
107,Accounting,Mechanical Engineering,-0.1666,0.9,-0.9849,0.6516,False
108,Accounting,Medicine,-1.6211,0.9,-6.2173,2.9752,False
109,Accounting,Meteorology,0.1932,0.9,-0.7334,1.1198,False
110,Accounting,Military Science,0.8189,0.9,-1.3063,2.9442,False
111,Accounting,Mineral Engineering,0.1244,0.9,-1.3761,1.625,False
112,Accounting,Music,0.5602,0.9,-0.3324,1.4528,False
113,Accounting,Not Specified,-0.212,0.9,-1.3556,0.9317,False
114,Accounting,Nursing,0.2469,0.9,-0.8461,1.34,False
115,Accounting,Nutrition,0.1054,0.9,-0.8819,1.0928,False
116,Accounting,Philosophy,0.2294,0.9,-0.5254,0.9843,False
117,Accounting,Photography,-0.2211,0.9,-1.9414,1.4992,False
118,Accounting,Physical Ed,0.0234,0.9,-1.6109,1.6577,False
119,Accounting,Physics,-0.3311,0.9,-1.1738,0.5117,False
120,Accounting,Plant Pathology,-0.5211,0.9,-3.799,2.7569,False
121,Accounting,Political Science,-0.0589,0.9,-0.8828,0.765,False
122,Accounting,Portuguese,1.3789,0.9,-3.2173,5.9752,False
123,Accounting,Psychology,0.0204,0.9,-0.6873,0.7281,False
124,Accounting,Real Estate,1.1789,0.9,-2.099,4.4569,False
125,Accounting,Recreation Parks  Tourism,0.2789,0.9,-1.2216,1.7795,False
126,Accounting,Recreation Parks amp Tourism,-1.1211,0.9,-4.399,2.1569,False
127,Accounting,"Recreation, Parks, & Tourism",0.4602,0.9,-0.8289,1.7493,False
128,Accounting,Religion,0.1789,0.9,-1.1102,1.4681,False
129,Accounting,Religious Studies,-0.0711,0.9,-3.349,3.2069,False
130,Accounting,Russian,0.1789,0.9,-2.1779,2.5358,False
131,Accounting,Science,-0.7211,0.9,-5.3173,3.8752,False
132,Accounting,Select department,0.8789,0.9,-2.399,4.1569,False
133,Accounting,Social Science,0.0689,0.9,-1.4932,1.6311,False
134,Accounting,Social Work,0.5456,0.9,-2.1534,3.2446,False
135,Accounting,Sociology,0.1892,0.9,-0.6048,0.9832,False
136,Accounting,Spanish,0.3253,0.9,-0.4183,1.0689,False
137,Accounting,Statistics,-0.1762,0.9,-0.9527,0.6002,False
138,Accounting,Supply Chain Management,0.7414,0.9,-0.9789,2.4617,False
139,Accounting,Theater,0.5114,0.9,-0.4506,1.4733,False
140,Accounting,Theology,-0.1211,0.9,-4.7173,4.4752,False
141,Accounting,University Community,1.3789,0.9,-3.2173,5.9752,False
142,Accounting,Veterinary Sciences,0.4647,0.9,-0.8945,1.8238,False
143,Accounting,Visual Arts,-0.2392,0.9,-1.7398,1.2613,False
144,Accounting,Women's Studies,0.0845,0.9,-0.8855,1.0545,False
145,Accounting,Writing,1.2789,0.9,-1.999,4.5569,False
146,Actuarial Science,Aerospace Engineering,-0.1364,0.9,-3.5015,3.2288,False
147,Actuarial Science,African-American Studies,0.2524,0.9,-3.1195,3.6242,False
148,Actuarial Science,Africana Studies,0.22,0.9,-3.5922,4.0322,False
149,Actuarial Science,Agriculture,0.3098,0.9,-2.9747,3.5943,False
150,Actuarial Science,Animal Science,-0.0389,0.9,-3.4351,3.3573,False
151,Actuarial Science,Anthropology,-0.1804,0.9,-3.4717,3.1108,False
152,Actuarial Science,Arabic,0.9,0.9,-2.9122,4.7122,False
153,Actuarial Science,Architectural Engineering,0.4,0.9,-5.1805,5.9805,False
154,Actuarial Science,Architecture,-0.0222,0.9,-3.3613,3.3169,False
155,Actuarial Science,Art,0.0085,0.9,-3.2812,3.2983,False
156,Actuarial Science,Art Education,-0.175,0.9,-3.7772,3.4272,False
157,Actuarial Science,Art History,-0.02,0.9,-3.3215,3.2815,False
158,Actuarial Science,Astronomy,-0.1316,0.9,-3.4372,3.174,False
159,Actuarial Science,Behavioral Sciences,-0.0474,0.9,-3.353,3.2583,False
160,Actuarial Science,Biochemistry,-0.1692,0.9,-3.5128,3.1743,False
161,Actuarial Science,Bioethics,0.8,0.9,-4.7805,6.3805,False
162,Actuarial Science,Biological Sciences,-0.0656,0.9,-3.308,3.1768,False
163,Actuarial Science,Biology,1.2,0.9,-4.3805,6.7805,False
164,Actuarial Science,Broadcasting,1.3,0.9,-4.2805,6.8805,False
165,Actuarial Science,Business,0.1703,0.9,-3.0805,3.4211,False
166,Actuarial Science,Business Law,-0.6,0.9,-6.1805,4.9805,False
167,Actuarial Science,Chemical Engineering,-0.608,0.9,-3.9563,2.7403,False
168,Actuarial Science,Chemistry,-0.0089,0.9,-3.2713,3.2536,False
169,Actuarial Science,Chinese,0.1933,0.9,-3.2367,3.6233,False
170,Actuarial Science,Civil Engineering,0.3459,0.9,-2.9619,3.6538,False
171,Actuarial Science,Classical  Medieval Studies,0.6,0.9,-3.9565,5.1565,False
172,Actuarial Science,Classical & Medieval Studies,1.0,0.9,-4.5805,6.5805,False
173,Actuarial Science,Classical amp Medieval Studies,1.25,0.9,-3.3065,5.8065,False
174,Actuarial Science,Classics,0.3937,0.9,-3.0236,3.8111,False
175,Actuarial Science,Communication,0.316,0.9,-2.9191,3.5512,False
176,Actuarial Science,Communication Arts,0.174,0.9,-3.1117,3.4597,False
177,Actuarial Science,Communication Disorders,0.09,0.9,-3.2376,3.4176,False
178,Actuarial Science,Comparative Literature,0.1514,0.9,-3.1613,3.4641,False
179,Actuarial Science,Computer Science,-0.4611,0.9,-3.7167,2.7946,False
180,Actuarial Science,Counseling,0.7,0.9,-4.8805,6.2805,False
181,Actuarial Science,Criminal Justice,0.3297,0.9,-2.9781,3.6376,False
182,Actuarial Science,Curriculum  Instruction,0.7333,0.9,-3.4261,4.8928,False
183,Actuarial Science,Curriculum & Instruction,0.5571,0.9,-3.0962,4.2105,False
184,Actuarial Science,Curriculum amp Instruction,0.15,0.9,-4.4065,4.7065,False
185,Actuarial Science,Design,-1.0,0.9,-5.5565,3.5565,False
186,Actuarial Science,Developmental Studies,0.2,0.9,-4.3565,4.7565,False
187,Actuarial Science,Earth Science,-0.1176,0.9,-3.4021,3.1668,False
188,Actuarial Science,Economics,-0.3959,0.9,-3.6441,2.8523,False
189,Actuarial Science,Ecosystem Science  Management,-0.6,0.9,-6.1805,4.9805,False
190,Actuarial Science,Ecosystem Science & Management,-0.7,0.9,-6.2805,4.8805,False
191,Actuarial Science,Education,0.1319,0.9,-3.1253,3.389,False
192,Actuarial Science,Electrical Engineering,-0.1417,0.9,-3.43,3.1467,False
193,Actuarial Science,Engineering,0.0937,0.9,-3.145,3.3325,False
194,Actuarial Science,Engineering Science  Mechanics,0.15,0.9,-3.5704,3.8704,False
195,Actuarial Science,Engineering Science amp Mechanics,-0.35,0.9,-4.296,3.596,False
196,Actuarial Science,"Engineering, Science, & Mechanics",-0.05,0.9,-3.996,3.896,False
197,Actuarial Science,English,0.2446,0.9,-2.9844,3.4735,False
198,Actuarial Science,Entomology,0.1875,0.9,-3.4147,3.7897,False
199,Actuarial Science,Environmental Engineering,0.0231,0.9,-3.4378,3.484,False
200,Actuarial Science,Ethnic Studies,0.2,0.9,-3.9595,4.3595,False
201,Actuarial Science,Film,0.4,0.9,-3.1294,3.9294,False
202,Actuarial Science,Finance,0.1418,0.9,-3.1382,3.4218,False
203,Actuarial Science,Fine Arts,0.0583,0.9,-3.4217,3.5384,False
204,Actuarial Science,Food Science,-0.0727,0.9,-3.5753,3.4299,False
205,Actuarial Science,Forestry,0.1714,0.9,-3.4819,3.8247,False
206,Actuarial Science,French,0.623,0.9,-2.6422,3.8881,False
207,Actuarial Science,Geography,-0.107,0.9,-3.385,3.1709,False
208,Actuarial Science,Geological Engineering,0.4,0.9,-5.1805,5.9805,False
209,Actuarial Science,Geology,-0.1957,0.9,-3.5547,3.1634,False
210,Actuarial Science,German,0.5816,0.9,-2.7054,3.8686,False
211,Actuarial Science,Graphic Arts,0.39,0.9,-3.1394,3.9194,False
212,Actuarial Science,Health Administration,0.2,0.9,-3.135,3.535,False
213,Actuarial Science,Health Science,0.4364,0.9,-2.9288,3.8015,False
214,Actuarial Science,Hebrew,-1.1,0.9,-5.6565,3.4565,False
215,Actuarial Science,History,0.1437,0.9,-3.1068,3.3943,False
216,Actuarial Science,Horticulture,0.33,0.9,-3.1994,3.8594,False
217,Actuarial Science,Hospitality,0.2278,0.9,-3.1684,3.624,False
218,Actuarial Science,Hotel  Restaurant Management,-0.7667,0.9,-4.9261,3.3928,False
219,Actuarial Science,Hotel & Restaurant Management,0.275,0.9,-3.1042,3.6542,False
220,Actuarial Science,Hotel amp Restaurant Management,1.4,0.9,-4.1805,6.9805,False
221,Actuarial Science,Human Development,0.2431,0.9,-3.0233,3.5094,False
222,Actuarial Science,Humanities,-0.1778,0.9,-3.7397,3.3842,False
223,Actuarial Science,Industrial Engineering,-0.4333,0.9,-3.7514,2.8848,False
224,Actuarial Science,Information Science,-0.0939,0.9,-3.3809,3.1931,False
225,Actuarial Science,Information Sciences  Technology,0.12,0.9,-3.1815,3.4215,False
226,Actuarial Science,Information Sciences & Technology,-0.6533,0.9,-4.0833,2.7767,False
227,Actuarial Science,Information Sciences amp Technology,-0.5818,0.9,-4.0844,2.9208,False
228,Actuarial Science,Information Systems,-0.23,0.9,-3.6092,3.1492,False
229,Actuarial Science,Insurance,0.2,0.9,-5.3805,5.7805,False
230,Actuarial Science,Integrated Arts,-0.3,0.9,-5.8805,5.2805,False
231,Actuarial Science,International Studies,0.3333,0.9,-3.8261,4.4928,False
232,Actuarial Science,Italian,0.6238,0.9,-2.748,3.9957,False
233,Actuarial Science,Japanese,0.7909,0.9,-2.7117,4.2935,False
234,Actuarial Science,Jewish Studies,-0.32,0.9,-4.1322,3.4922,False
235,Actuarial Science,Journalism,0.4111,0.9,-3.1509,3.9731,False
236,Actuarial Science,Kinesiology,0.394,0.9,-2.8665,3.6545,False
237,Actuarial Science,Korean,0.6143,0.9,-3.039,4.2676,False
238,Actuarial Science,Labor  Employment Relations,0.84,0.9,-2.6894,4.3694,False
239,Actuarial Science,Labor & Employment Relations,0.2571,0.9,-3.0779,3.5921,False
240,Actuarial Science,Labor amp Employment Relations,0.0667,0.9,-4.0928,4.2261,False
241,Actuarial Science,Landscape Architecture  Regional Planning,-0.9,0.9,-5.4565,3.6565,False
242,Actuarial Science,Landscape Architecture & Regional Planning,0.0813,0.9,-3.3361,3.4986,False
243,Actuarial Science,Languages,0.4036,0.9,-2.9314,3.7386,False
244,Actuarial Science,Latin,-0.4,0.9,-5.9805,5.1805,False
245,Actuarial Science,Law,-0.2667,0.9,-3.8286,3.2953,False
246,Actuarial Science,Literature,0.6583,0.9,-2.8217,4.1384,False
247,Actuarial Science,Management,0.1677,0.9,-3.1565,3.492,False
248,Actuarial Science,Marketing,0.3667,0.9,-2.9311,3.6644,False
249,Actuarial Science,Materials Engineering,-0.0474,0.9,-3.4346,3.3399,False
250,Actuarial Science,Mathematics,-0.1823,0.9,-3.4125,3.0479,False
251,Actuarial Science,Mechanical Engineering,-0.1456,0.9,-3.4145,3.1234,False
252,Actuarial Science,Medicine,-1.6,0.9,-7.1805,3.9805,False
253,Actuarial Science,Meteorology,0.2143,0.9,-3.0835,3.512,False
254,Actuarial Science,Military Science,0.84,0.9,-2.9722,4.6522,False
255,Actuarial Science,Mineral Engineering,0.1455,0.9,-3.3571,3.648,False
256,Actuarial Science,Music,0.5812,0.9,-2.7071,3.8696,False
257,Actuarial Science,Not Specified,-0.1909,0.9,-3.5561,3.1743,False
258,Actuarial Science,Nursing,0.268,0.9,-3.0803,3.6163,False
259,Actuarial Science,Nutrition,0.1265,0.9,-3.1889,3.4418,False
260,Actuarial Science,Philosophy,0.2505,0.9,-3.0032,3.5042,False
261,Actuarial Science,Photography,-0.2,0.9,-3.8022,3.4022,False
262,Actuarial Science,Physical Ed,0.0444,0.9,-3.5175,3.6064,False
263,Actuarial Science,Physics,-0.31,0.9,-3.5852,2.9652,False
264,Actuarial Science,Plant Pathology,-0.5,0.9,-5.0565,4.0565,False
265,Actuarial Science,Political Science,-0.0379,0.9,-3.3083,3.2325,False
266,Actuarial Science,Portuguese,1.4,0.9,-4.1805,6.9805,False
267,Actuarial Science,Psychology,0.0414,0.9,-3.2016,3.2845,False
268,Actuarial Science,Real Estate,1.2,0.9,-3.3565,5.7565,False
269,Actuarial Science,Recreation Parks  Tourism,0.3,0.9,-3.2026,3.8026,False
270,Actuarial Science,Recreation Parks amp Tourism,-1.1,0.9,-5.6565,3.4565,False
271,Actuarial Science,"Recreation, Parks, & Tourism",0.4812,0.9,-2.9361,3.8986,False
272,Actuarial Science,Religion,0.2,0.9,-3.2174,3.6174,False
273,Actuarial Science,Religious Studies,-0.05,0.9,-4.6065,4.5065,False
274,Actuarial Science,Russian,0.2,0.9,-3.746,4.146,False
275,Actuarial Science,Science,-0.7,0.9,-6.2805,4.8805,False
276,Actuarial Science,Select department,0.9,0.9,-3.6565,5.4565,False
277,Actuarial Science,Social Science,0.09,0.9,-3.4394,3.6194,False
278,Actuarial Science,Social Work,0.5667,0.9,-3.5928,4.7261,False
279,Actuarial Science,Sociology,0.2103,0.9,-3.0527,3.4732,False
280,Actuarial Science,Spanish,0.3464,0.9,-2.9047,3.5974,False
281,Actuarial Science,Statistics,-0.1552,0.9,-3.4139,3.1036,False
282,Actuarial Science,Supply Chain Management,0.7625,0.9,-2.8397,4.3647,False
283,Actuarial Science,Theater,0.5324,0.9,-2.7754,3.8403,False
284,Actuarial Science,Theology,-0.1,0.9,-5.6805,5.4805,False
285,Actuarial Science,University Community,1.4,0.9,-4.1805,6.9805,False
286,Actuarial Science,Veterinary Sciences,0.4857,0.9,-2.9587,3.9301,False
287,Actuarial Science,Visual Arts,-0.2182,0.9,-3.7208,3.2844,False
288,Actuarial Science,Women's Studies,0.1056,0.9,-3.2047,3.4158,False
289,Actuarial Science,Writing,1.3,0.9,-3.2565,5.8565,False
290,Aerospace Engineering,African-American Studies,0.3887,0.9,-1.0013,1.7788,False
291,Aerospace Engineering,Africana Studies,0.3564,0.9,-1.9011,2.6138,False
292,Aerospace Engineering,Agriculture,0.4462,0.9,-0.7161,1.6084,False
293,Aerospace Engineering,Animal Science,0.0975,0.9,-1.3507,1.5456,False
294,Aerospace Engineering,Anthropology,-0.0441,0.9,-1.2252,1.137,False
295,Aerospace Engineering,Arabic,1.0364,0.9,-1.2211,3.2938,False
296,Aerospace Engineering,Architectural Engineering,0.5364,0.9,-4.1225,5.1953,False
297,Aerospace Engineering,Architecture,0.1141,0.9,-1.1945,1.4228,False
298,Aerospace Engineering,Art,0.1449,0.9,-1.0322,1.3219,False
299,Aerospace Engineering,Art Education,-0.0386,0.9,-1.9198,1.8426,False
300,Aerospace Engineering,Art History,0.1164,0.9,-1.0931,1.3258,False
301,Aerospace Engineering,Astronomy,0.0048,0.9,-1.2159,1.2255,False
302,Aerospace Engineering,Behavioral Sciences,0.089,0.9,-1.1317,1.3097,False
303,Aerospace Engineering,Biochemistry,-0.0329,0.9,-1.3528,1.2871,False
304,Aerospace Engineering,Bioethics,0.9364,0.9,-3.7225,5.5953,False
305,Aerospace Engineering,Biological Sciences,0.0708,0.9,-0.9665,1.108,False
306,Aerospace Engineering,Biology,1.3364,0.9,-3.3225,5.9953,False
307,Aerospace Engineering,Broadcasting,1.4364,0.9,-3.2225,6.0953,False
308,Aerospace Engineering,Business,0.3066,0.9,-0.7567,1.37,False
309,Aerospace Engineering,Business Law,-0.4636,0.9,-5.1225,4.1953,False
310,Aerospace Engineering,Chemical Engineering,-0.4716,0.9,-1.8036,0.8603,False
311,Aerospace Engineering,Chemistry,0.1275,0.9,-0.9709,1.2259,False
312,Aerospace Engineering,Chinese,0.3297,0.9,-1.196,1.8554,False
313,Aerospace Engineering,Civil Engineering,0.4823,0.9,-0.7444,1.709,False
314,Aerospace Engineering,Classical  Medieval Studies,0.7364,0.9,-2.6288,4.1015,False
315,Aerospace Engineering,Classical & Medieval Studies,1.1364,0.9,-3.5225,5.7953,False
316,Aerospace Engineering,Classical amp Medieval Studies,1.3864,0.9,-1.9788,4.7515,False
317,Aerospace Engineering,Classics,0.5301,0.9,-0.967,2.0272,False
318,Aerospace Engineering,Communication,0.4524,0.9,-0.5621,1.4669,False
319,Aerospace Engineering,Communication Arts,0.3104,0.9,-0.8554,1.4761,False
320,Aerospace Engineering,Communication Disorders,0.2264,0.9,-1.0526,1.5053,False
321,Aerospace Engineering,Comparative Literature,0.2878,0.9,-0.9519,1.5275,False
322,Aerospace Engineering,Computer Science,-0.3247,0.9,-1.4028,0.7534,False
323,Aerospace Engineering,Counseling,0.8364,0.9,-3.8225,5.4953,False
324,Aerospace Engineering,Criminal Justice,0.4661,0.9,-0.7606,1.6928,False
325,Aerospace Engineering,Curriculum  Instruction,0.8697,0.9,-1.9346,3.674,False
326,Aerospace Engineering,Curriculum & Instruction,0.6935,0.9,-1.2838,2.6708,False
327,Aerospace Engineering,Curriculum amp Instruction,0.2864,0.9,-3.0788,3.6515,False
328,Aerospace Engineering,Design,-0.8636,0.9,-4.2288,2.5015,False
329,Aerospace Engineering,Developmental Studies,0.3364,0.9,-3.0288,3.7015,False
330,Aerospace Engineering,Earth Science,0.0187,0.9,-1.1435,1.181,False
331,Aerospace Engineering,Economics,-0.2595,0.9,-1.3149,0.7959,False
332,Aerospace Engineering,Ecosystem Science  Management,-0.4636,0.9,-5.1225,4.1953,False
333,Aerospace Engineering,Ecosystem Science & Management,-0.5636,0.9,-5.2225,4.0953,False
334,Aerospace Engineering,Education,0.2682,0.9,-0.8143,1.3508,False
335,Aerospace Engineering,Electrical Engineering,-0.0053,0.9,-1.1784,1.1678,False
336,Aerospace Engineering,Engineering,0.2301,0.9,-0.7958,1.2559,False
337,Aerospace Engineering,Engineering Science  Mechanics,0.2864,0.9,-1.8122,2.3849,False
338,Aerospace Engineering,Engineering Science amp Mechanics,-0.2136,0.9,-2.6903,2.2631,False
339,Aerospace Engineering,"Engineering, Science, & Mechanics",0.0864,0.9,-2.3903,2.5631,False
340,Aerospace Engineering,English,0.3809,0.9,-0.6135,1.3753,False
341,Aerospace Engineering,Entomology,0.3239,0.9,-1.5573,2.2051,False
342,Aerospace Engineering,Environmental Engineering,0.1594,0.9,-1.4345,1.7534,False
343,Aerospace Engineering,Ethnic Studies,0.3364,0.9,-2.468,3.1407,False
344,Aerospace Engineering,Film,0.5364,0.9,-1.2014,2.2741,False
345,Aerospace Engineering,Finance,0.2782,0.9,-0.8712,1.4276,False
346,Aerospace Engineering,Fine Arts,0.1947,0.9,-1.4405,1.8299,False
347,Aerospace Engineering,Food Science,0.0636,0.9,-1.619,1.7462,False
348,Aerospace Engineering,Forestry,0.3078,0.9,-1.6695,2.2851,False
349,Aerospace Engineering,French,0.7593,0.9,-0.3471,1.8658,False
350,Aerospace Engineering,Geography,0.0293,0.9,-1.1143,1.173,False
351,Aerospace Engineering,Geological Engineering,0.5364,0.9,-4.1225,5.1953,False
352,Aerospace Engineering,Geology,-0.0593,0.9,-1.4181,1.2995,False
353,Aerospace Engineering,German,0.718,0.9,-0.4514,1.8874,False
354,Aerospace Engineering,Graphic Arts,0.5264,0.9,-1.2114,2.2641,False
355,Aerospace Engineering,Health Administration,0.3364,0.9,-0.9618,1.6345,False
356,Aerospace Engineering,Health Science,0.5727,0.9,-0.8011,1.9466,False
357,Aerospace Engineering,Hebrew,-0.9636,0.9,-4.3288,2.4015,False
358,Aerospace Engineering,History,0.2801,0.9,-0.7825,1.3427,False
359,Aerospace Engineering,Horticulture,0.4664,0.9,-1.2714,2.2041,False
360,Aerospace Engineering,Hospitality,0.3641,0.9,-1.084,1.8123,False
361,Aerospace Engineering,Hotel  Restaurant Management,-0.6303,0.9,-3.4346,2.174,False
362,Aerospace Engineering,Hotel & Restaurant Management,0.4114,0.9,-0.9964,1.8191,False
363,Aerospace Engineering,Hotel amp Restaurant Management,1.5364,0.9,-3.1225,6.1953,False
364,Aerospace Engineering,Human Development,0.3794,0.9,-0.7306,1.4894,False
365,Aerospace Engineering,Humanities,-0.0414,0.9,-1.8443,1.7615,False
